transaction_id,transaction_date,department,cost_center,transaction_type,vendor_name,amount,payment_mode,invoice_id,employee_id
TX00542,2025-12-23,IT,CC301,Revenue,Bright Systems,166359.13,Card,INV11998,EMP116
TX00543,2025-02-05,IT,CC201,Expense,Bright Systems,49587.33,UPI,INV12475,EMP167
TX00544,2025-11-02,Operations,CC401,Expense,Bright Systems,18817.85,Bank Transfer,INV12441,EMP109
TX00545,2025-06-27,HR,CC201,Expense,Alpha Supplies,24720.07,Bank Transfer,INV11168,EMP168
TX00546,2025-10-25,HR,CC401,Revenue,CareMed,111949.55,Card,INV11401,EMP109
TX00547,2025-06-25,Finance,CC102,Expense,Delta Services,56171.01,UPI,INV10982,EMP119
TX00548,2025-06-22,Finance,CC301,Expense,Epsilon Tech,14041.78,Bank Transfer,INV11216,EMP102
TX00549,2025-10-21,Sales,CC101,Expense,Alpha Supplies,68054.73,Card,INV12102,EMP183
TX00550,2025-04-12,IT,CC102,Expense,FastLogix,75478.39,Bank Transfer,INV11345,EMP118
TX00551,2025-03-24,Operations,CC102,Revenue,Alpha Supplies,76367.07,Cash,INV10422,EMP181
TX00552,2025-05-22,Sales,CC101,Revenue,Epsilon Tech,69054.53,Bank Transfer,INV10722,EMP111
TX00553,2025-02-17,Sales,CC201,Expense,Alpha Supplies,39755.92,Bank Transfer,INV12318,EMP127
TX00554,2025-08-28,IT,CC201,Expense,CareMed,95553.64,Cash,INV11545,EMP146
TX00555,2025-11-27,HR,CC501,Expense,FastLogix,24264.67,Cash,INV10678,EMP148
TX00556,2025-02-12,Operations,CC301,Expense,FastLogix,65583.75,Bank Transfer,INV11202,EMP134
TX00557,2025-02-05,HR,CC501,Revenue,Delta Services,68028.91,Bank Transfer,INV10067,EMP178
TX00558,2025-08-25,Finance,CC101,Expense,Bright Systems,28903.1,Bank Transfer,INV11381,EMP111
TX00559,2025-07-18,Operations,CC102,Expense,Delta Services,90779.9,Bank Transfer,INV10118,EMP133
TX00560,2025-06-18,IT,CC102,Expense,Bright Systems,82660.97,Bank Transfer,INV11439,EMP166
TX00561,2025-03-22,Operations,CC201,Expense,Delta Services,15771.65,UPI,INV12647,EMP116
TX00562,2025-04-06,Sales,CC401,Revenue,Alpha Supplies,42244.04,UPI,INV10258,EMP167
TX00563,2025-09-05,Sales,CC301,Expense,Epsilon Tech,14685.99,UPI,INV10666,EMP105
TX00564,2025-01-04,Finance,CC201,Expense,Bright Systems,47418.2,Card,INV12521,EMP121
TX00565,2025-11-23,Sales,CC201,Revenue,Delta Services,128306.15,UPI,INV12400,EMP156
TX00566,2025-08-22,IT,CC201,Expense,Epsilon Tech,21447.65,Cash,INV12164,EMP155
TX00567,2025-10-10,HR,CC102,Expense,CareMed,12049.41,Bank Transfer,INV12579,EMP156
TX00568,2025-02-18,Finance,CC301,Expense,Alpha Supplies,35932.32,Bank Transfer,INV11114,EMP169
TX00569,2025-06-02,HR,CC101,Expense,Alpha Supplies,56598.06,Card,INV12180,EMP117
TX00570,2025-06-22,IT,CC401,Expense,Bright Systems,92412.37,Bank Transfer,INV11323,EMP181
TX00571,2025-07-01,Sales,CC102,Revenue,FastLogix,139912.18,Bank Transfer,INV12707,EMP123
TX00572,2025-11-26,IT,CC201,Expense,Bright Systems,91205.93,Card,INV12607,EMP118
TX00573,2025-09-22,IT,CC102,Expense,Delta Services,36870.16,Cash,INV10028,EMP110
TX00574,2025-01-06,Operations,CC201,Revenue,Epsilon Tech,49950.23,Card,INV12170,EMP164
TX00575,2025-03-03,HR,CC101,Revenue,FastLogix,113241.89,Card,INV10969,EMP168
TX00576,2025-09-02,Operations,CC301,Revenue,Bright Systems,36203.43,UPI,INV10386,EMP173
TX00577,2025-05-14,Operations,CC401,Revenue,Bright Systems,143176.73,Card,INV11280,EMP115
TX00578,2025-05-03,HR,CC401,Expense,CareMed,54976.2,Bank Transfer,INV10357,EMP145
TX00579,2025-09-11,Finance,CC401,Expense,FastLogix,33313.43,UPI,INV11982,EMP184
TX00580,2025-08-20,Operations,CC501,Expense,Alpha Supplies,166333.55,Cash,INV10501,EMP179
TX00581,2025-04-20,IT,CC501,Expense,Alpha Supplies,76526.77,Bank Transfer,INV10411,EMP147
TX00582,2025-06-14,IT,CC101,Expense,Alpha Supplies,15313.46,Cash,INV11962,EMP171
TX00583,2025-07-05,Operations,CC102,Expense,CareMed,70208.61,Bank Transfer,INV11908,EMP126
TX00584,2025-01-23,Operations,CC102,Expense,FastLogix,83028.05,Cash,INV10825,EMP181
TX00585,2025-07-02,HR,CC501,Revenue,Delta Services,101551.76,Card,INV12542,EMP102
TX00586,2025-07-11,HR,CC401,Revenue,Alpha Supplies,63065.47,Bank Transfer,INV10911,EMP114
TX00587,2025-09-02,Sales,CC101,Revenue,CareMed,84278.63,UPI,INV12208,EMP147
TX00588,2025-02-09,HR,CC301,Expense,Delta Services,95024.36,Card,INV12103,EMP134
TX00589,2025-06-04,Finance,CC101,Expense,CareMed,36745.9,Card,INV11395,EMP152
TX00590,2025-04-04,HR,CC301,Expense,Bright Systems,58839.94,Card,INV11557,EMP165
TX00591,2025-05-04,HR,CC401,Expense,Epsilon Tech,61533.88,Bank Transfer,INV12608,EMP101
TX00592,2025-04-16,Sales,CC101,Revenue,Bright Systems,83232.05,UPI,INV11411,EMP111
TX00593,2025-07-14,HR,CC201,Expense,Bright Systems,52177.62,UPI,INV11872,EMP168
TX00594,2025-10-09,Finance,CC101,Expense,Bright Systems,61107.22,Cash,INV12437,EMP141
TX00595,2025-04-18,Operations,CC101,Expense,CareMed,41523.29,Bank Transfer,INV10061,EMP163
TX00596,2025-06-13,Operations,CC102,Revenue,Delta Services,56929.51,UPI,INV10811,EMP104
TX00597,2025-06-05,IT,CC101,Expense,Alpha Supplies,32516.79,UPI,INV12744,EMP129
TX00598,2025-09-26,Operations,CC501,Expense,Delta Services,39732.01,Bank Transfer,INV11323,EMP134
TX00599,2025-07-23,Finance,CC102,Expense,Alpha Supplies,95506.0,Bank Transfer,INV11645,EMP168
TX00600,2025-10-10,HR,CC102,Revenue,CareMed,550063.62,Card,INV10396,EMP102
TX00601,2025-10-25,IT,CC501,Revenue,Bright Systems,123013.9,UPI,INV12705,EMP184
TX00602,2025-04-08,HR,CC501,Expense,Epsilon Tech,78112.99,Bank Transfer,INV10254,EMP129
TX00603,2025-08-02,Finance,CC101,Expense,Alpha Supplies,20228.09,Card,INV10922,EMP139
TX00604,2025-10-27,Sales,CC102,Expense,Delta Services,96614.14,Bank Transfer,INV12002,EMP115
TX00605,2025-07-07,Operations,CC301,Expense,Bright Systems,87963.53,Bank Transfer,INV12316,EMP127
TX00606,2025-01-11,Finance,CC201,Revenue,Epsilon Tech,25037.85,UPI,INV12605,EMP149
TX00607,2025-06-10,Operations,CC201,Revenue,Delta Services,34010.42,Bank Transfer,INV10773,EMP125
TX00608,2025-07-12,Sales,CC501,Expense,Bright Systems,41568.33,Card,INV11417,EMP154
TX00609,2025-11-09,HR,CC102,Revenue,Bright Systems,1180405.92,UPI,INV12885,EMP147
TX00610,2025-01-19,Sales,CC102,Revenue,Delta Services,28645.92,Bank Transfer,INV11547,EMP176
TX00611,2025-09-02,IT,CC401,Expense,CareMed,52605.11,UPI,INV12543,EMP114
TX00612,2025-12-10,Finance,CC201,Expense,Alpha Supplies,48300.49,Bank Transfer,INV10769,EMP123
TX00613,2025-07-02,Sales,CC102,Revenue,Bright Systems,167078.13,Bank Transfer,INV11416,EMP137
TX00614,2025-07-21,Finance,CC101,Expense,Bright Systems,49901.46,Bank Transfer,INV11040,EMP139
TX00615,2025-10-20,Sales,CC301,Revenue,Bright Systems,112708.09,UPI,INV10610,EMP165
TX00616,2025-08-01,IT,CC201,Revenue,CareMed,93479.71,Card,INV11412,EMP151
TX00617,2025-05-20,IT,CC501,Expense,Alpha Supplies,40401.21,Cash,INV10453,EMP140
TX00618,2025-09-03,Finance,CC101,Expense,Epsilon Tech,63958.28,Card,INV12308,EMP121
TX00619,2025-07-13,Finance,CC501,Revenue,Epsilon Tech,127478.9,Card,INV10211,EMP115
TX00620,2025-02-20,HR,CC401,Revenue,Alpha Supplies,80830.48,Bank Transfer,INV11521,EMP186
TX00621,2025-02-13,HR,CC201,Revenue,Delta Services,325107.9,UPI,INV10145,EMP106
TX00622,2025-04-26,IT,CC301,Expense,CareMed,21356.69,Cash,INV12804,EMP113
TX00623,2025-01-01,Finance,CC401,Revenue,Alpha Supplies,41088.64,Cash,INV11463,EMP176
TX00624,2025-02-23,Finance,CC102,Expense,Epsilon Tech,60684.13,Card,INV12593,EMP183
TX00625,2025-09-04,Operations,CC102,Revenue,CareMed,84666.52,Bank Transfer,INV11295,EMP115
TX00626,2025-08-12,Sales,CC101,Expense,CareMed,19607.76,Bank Transfer,INV12856,EMP105
TX00627,2025-08-27,HR,CC101,Expense,Delta Services,21089.93,Bank Transfer,INV10768,EMP169
TX00628,2025-02-15,IT,CC102,Revenue,Bright Systems,170518.98,UPI,INV12665,EMP116
TX00629,2025-08-04,Operations,CC401,Expense,CareMed,26611.81,UPI,INV10337,EMP117
TX00630,2025-05-26,Finance,CC301,Expense,Delta Services,54586.18,Bank Transfer,INV11258,EMP162
TX00631,2025-11-17,HR,CC501,Expense,Delta Services,119869.9,Card,INV12724,EMP178
TX00632,2025-02-11,Operations,CC301,Expense,Delta Services,71103.9,UPI,INV10842,EMP127
TX00633,2025-08-02,Sales,CC401,Expense,Bright Systems,43955.62,Card,INV12165,EMP173
TX00634,2025-03-09,Sales,CC201,Expense,Delta Services,65908.86,Card,INV10020,EMP109
TX00635,2025-11-15,Sales,CC501,Expense,Delta Services,28249.92,Bank Transfer,INV11164,EMP168
TX00636,2025-04-28,Finance,CC101,Revenue,Epsilon Tech,149177.21,Bank Transfer,INV12273,EMP105
TX00637,2025-06-14,Sales,CC301,Expense,Epsilon Tech,93423.77,Card,INV12269,EMP127
TX00638,2025-12-17,Sales,CC501,Expense,Epsilon Tech,25738.44,Bank Transfer,INV11070,EMP178
TX00639,2025-11-22,Finance,CC102,Revenue,Alpha Supplies,117552.86,Cash,INV10745,EMP134
TX00640,2025-04-10,HR,CC201,Expense,Bright Systems,70052.85,Card,INV12147,EMP104
TX00641,2025-01-17,Operations,CC501,Expense,Bright Systems,85768.35,Cash,INV12686,EMP139
TX00642,2025-12-07,HR,CC501,Expense,FastLogix,98766.41,Card,INV12414,EMP119
TX00643,2025-03-16,HR,CC201,Expense,Epsilon Tech,11446.21,Bank Transfer,INV10402,EMP157
TX00644,2025-09-16,Sales,CC102,Expense,Epsilon Tech,69859.68,Card,INV12166,EMP178
TX00645,2025-11-08,Operations,CC301,Expense,Delta Services,78877.71,UPI,INV10928,EMP109
TX00646,2025-03-22,Sales,CC401,Revenue,CareMed,140631.54,Card,INV11372,EMP173
TX00647,2025-02-12,IT,CC501,Expense,FastLogix,63853.48,Cash,INV12282,EMP132
TX00648,2025-08-05,Finance,CC501,Expense,Bright Systems,35797.97,Bank Transfer,INV11777,EMP170
TX00649,2025-05-22,HR,CC102,Revenue,Delta Services,150438.79,Cash,INV10806,EMP134
TX00650,2025-01-14,IT,CC201,Expense,Bright Systems,100988.98,Card,INV12355,EMP179
TX00651,2025-09-01,HR,CC101,Revenue,Epsilon Tech,104159.19,Bank Transfer,INV11299,EMP156
TX00652,2025-08-10,Finance,CC101,Expense,CareMed,33315.15,Bank Transfer,INV10176,EMP188
TX00653,2025-11-22,HR,CC401,Expense,Alpha Supplies,43110.65,Bank Transfer,INV12892,EMP151
TX00654,2025-06-11,HR,CC301,Expense,FastLogix,18094.16,Card,INV11116,EMP163
TX00655,2025-11-07,HR,CC201,Expense,Bright Systems,10334.78,Bank Transfer,INV11398,EMP135
TX00656,2025-09-24,HR,CC101,Expense,Epsilon Tech,75101.38,Card,INV11568,EMP119
TX00657,2025-10-12,IT,CC101,Expense,FastLogix,31603.45,Bank Transfer,INV12132,EMP130
TX00658,2025-05-16,Operations,CC201,Expense,Epsilon Tech,35486.01,Card,INV10421,EMP166
TX00659,2025-07-05,Operations,CC501,Expense,Alpha Supplies,48883.27,Card,INV12384,EMP141
TX00660,2025-12-16,Sales,CC301,Revenue,Alpha Supplies,103227.72,Card,INV12423,EMP107
TX00661,2025-06-06,IT,CC401,Revenue,Bright Systems,65519.52,Bank Transfer,INV12735,EMP111
TX00662,2025-09-07,Operations,CC501,Revenue,CareMed,55965.94,Cash,INV11415,EMP188
TX00663,2025-10-20,Sales,CC102,Revenue,Delta Services,62601.04,UPI,INV12268,EMP179
TX00664,2025-06-14,Sales,CC301,Expense,Epsilon Tech,63959.79,Bank Transfer,INV11963,EMP133
TX00665,2025-02-07,Operations,CC101,Expense,FastLogix,49219.0,Bank Transfer,INV12748,EMP102
TX00666,2025-11-06,HR,CC102,Revenue,Delta Services,85850.53,Bank Transfer,INV12224,EMP162
TX00667,2025-07-10,Sales,CC501,Revenue,Alpha Supplies,101662.9,Card,INV10551,EMP118
TX00668,2025-03-18,IT,CC201,Expense,FastLogix,38999.17,UPI,INV11535,EMP148
TX00669,2025-01-12,IT,CC102,Revenue,Alpha Supplies,145689.08,Bank Transfer,INV10233,EMP180
TX00670,2025-07-01,Operations,CC201,Expense,CareMed,44056.19,Cash,INV12488,EMP112
TX00671,2025-07-19,Operations,CC401,Expense,Alpha Supplies,60490.72,Bank Transfer,INV12956,EMP130
TX00672,2025-02-07,Finance,CC201,Revenue,Delta Services,66838.79,UPI,INV12987,EMP118
TX00673,2025-07-06,IT,CC401,Expense,FastLogix,65556.74,Bank Transfer,INV11606,EMP182
TX00674,2025-06-11,IT,CC201,Expense,CareMed,58048.22,Bank Transfer,INV12845,EMP170
TX00675,2025-09-25,Finance,CC101,Expense,Bright Systems,50512.86,Cash,INV12496,EMP176
TX00676,2025-05-20,Finance,CC301,Expense,Alpha Supplies,26473.4,Cash,INV12969,EMP152
TX00677,2025-01-22,IT,CC101,Expense,FastLogix,102234.24,Bank Transfer,INV10499,EMP120
TX00678,2025-06-05,Finance,CC102,Expense,Delta Services,19714.58,UPI,INV10631,EMP183
TX00679,2025-12-08,Sales,CC101,Expense,Bright Systems,42867.46,Bank Transfer,INV11685,EMP145
TX00680,2025-01-27,IT,CC101,Expense,Epsilon Tech,41604.51,Bank Transfer,INV11629,EMP147
TX00681,2025-12-28,HR,CC401,Revenue,Alpha Supplies,15193.04,UPI,INV12403,EMP187
TX00682,2025-12-11,Sales,CC102,Expense,Epsilon Tech,137713.09,Bank Transfer,INV11045,EMP187
TX00683,2025-09-15,Operations,CC201,Expense,FastLogix,37027.76,UPI,INV12595,EMP157
TX00684,2025-12-06,Sales,CC301,Expense,CareMed,73827.23,Bank Transfer,INV10712,EMP130
TX00685,2025-07-09,Operations,CC301,Expense,CareMed,50595.77,Card,INV11079,EMP162
TX00686,2025-11-15,IT,CC301,Revenue,FastLogix,113493.01,Bank Transfer,INV10599,EMP101
TX00687,2025-08-20,Operations,CC201,Expense,FastLogix,51734.9,Bank Transfer,INV12514,EMP101
TX00688,2025-05-20,IT,CC401,Revenue,Delta Services,154516.29,Bank Transfer,INV11886,EMP154
TX00689,2025-08-13,Operations,CC102,Expense,FastLogix,33628.99,Cash,INV11186,EMP142
TX00690,2025-05-17,Operations,CC501,Expense,Delta Services,23494.35,UPI,INV10715,EMP146
TX00691,2025-10-10,Operations,CC201,Expense,Epsilon Tech,69588.45,Bank Transfer,INV10669,EMP170
TX00692,2025-04-27,Finance,CC501,Expense,Alpha Supplies,31341.79,Bank Transfer,INV10556,EMP167
TX00693,2025-09-09,Operations,CC301,Expense,Alpha Supplies,76837.24,Cash,INV12286,EMP106
TX00694,2025-05-16,Finance,CC201,Expense,CareMed,102016.9,Card,INV10797,EMP119
TX00695,2025-12-18,Sales,CC101,Expense,Delta Services,59603.97,Cash,INV11996,EMP117
TX00696,2025-11-24,Operations,CC101,Revenue,Alpha Supplies,102107.22,Card,INV10699,EMP114
TX00697,2025-03-25,IT,CC101,Expense,Alpha Supplies,20461.09,Bank Transfer,INV11185,EMP162
TX00698,2025-09-28,IT,CC101,Expense,Delta Services,58199.33,Bank Transfer,INV10168,EMP161
TX00699,2025-10-14,HR,CC301,Expense,Bright Systems,50948.02,Bank Transfer,INV10715,EMP179
TX00700,2025-03-08,Operations,CC401,Expense,Bright Systems,11633.32,Bank Transfer,INV12816,EMP138
TX00701,2025-05-01,HR,CC301,Revenue,Bright Systems,154537.66,Bank Transfer,INV10332,EMP100
TX00702,2025-05-16,Finance,CC301,Revenue,Epsilon Tech,54047.17,Bank Transfer,INV12146,EMP160
TX00703,2025-11-17,Finance,CC102,Revenue,Epsilon Tech,61410.66,Cash,INV10968,EMP101
TX00704,2025-05-01,HR,CC301,Revenue,Alpha Supplies,111943.13,Cash,INV11777,EMP101
TX00705,2025-02-10,HR,CC101,Expense,Bright Systems,48732.62,UPI,INV12194,EMP137
TX00706,2025-11-11,IT,CC201,Revenue,Epsilon Tech,146055.93,Bank Transfer,INV11577,EMP167
TX00707,2025-06-14,HR,CC102,Expense,Alpha Supplies,78078.0,Card,INV11861,EMP162
TX00708,2025-11-16,Finance,CC201,Expense,Bright Systems,62460.8,Bank Transfer,INV12070,EMP146
TX00709,2025-09-02,Operations,CC101,Revenue,CareMed,56234.95,Bank Transfer,INV11253,EMP153
TX00710,2025-08-26,HR,CC401,Revenue,Alpha Supplies,159069.46,UPI,INV10395,EMP144
TX00711,2025-01-16,Sales,CC102,Expense,Alpha Supplies,51508.39,UPI,INV12286,EMP113
TX00712,2025-02-17,Operations,CC102,Revenue,Bright Systems,72929.33,Card,INV11259,EMP185
TX00713,2025-01-04,Finance,CC501,Revenue,FastLogix,185629.73,Card,INV10869,EMP146
TX00714,2025-12-16,Sales,CC401,Revenue,Delta Services,97078.07,Card,INV10767,EMP125
TX00715,2025-06-10,IT,CC301,Expense,CareMed,32041.28,Bank Transfer,INV11405,EMP185
TX00716,2025-10-09,Finance,CC501,Expense,Delta Services,45845.75,Bank Transfer,INV12199,EMP129
TX00717,2025-11-15,Operations,CC101,Expense,Delta Services,68616.3,Cash,INV10560,EMP150
TX00718,2025-06-01,Sales,CC301,Expense,Delta Services,8659.43,UPI,INV12877,EMP178
TX00719,2025-07-15,HR,CC102,Expense,FastLogix,82970.15,Bank Transfer,INV11725,EMP188
TX00720,2025-04-22,Finance,CC201,Expense,Delta Services,60733.59,Bank Transfer,INV12120,EMP156
TX00721,2025-07-05,IT,CC101,Revenue,FastLogix,59006.93,Card,INV10337,EMP166
TX00722,2025-10-17,Finance,CC201,Expense,CareMed,64411.68,Bank Transfer,INV11506,EMP175
TX00723,2025-04-05,Sales,CC101,Revenue,Bright Systems,156321.8,Bank Transfer,INV11842,EMP163
TX00724,2025-04-17,HR,CC101,Expense,CareMed,48384.42,Card,INV10620,EMP178
TX00725,2025-11-12,HR,CC101,Expense,CareMed,20123.18,Card,INV12411,EMP174
TX00726,2025-12-18,HR,CC401,Revenue,Alpha Supplies,194753.36,UPI,INV11112,EMP148
TX00727,2025-01-17,Finance,CC201,Revenue,Epsilon Tech,30880.2,UPI,INV11409,EMP113
TX00728,2025-01-26,Operations,CC101,Revenue,Bright Systems,224062.58,Bank Transfer,INV10071,EMP133
TX00729,2025-02-27,Operations,CC201,Expense,Delta Services,25236.66,UPI,INV10372,EMP164
TX00730,2025-04-01,Finance,CC102,Revenue,Delta Services,13126.75,Card,INV12234,EMP185
TX00731,2025-10-09,Sales,CC301,Expense,Delta Services,32901.02,Bank Transfer,INV10742,EMP169
TX00732,2025-08-12,IT,CC501,Revenue,Bright Systems,84803.65,Card,INV10252,EMP138
TX00733,2025-12-05,Sales,CC102,Expense,Epsilon Tech,10218.74,UPI,INV12883,EMP108
TX00734,2025-07-10,IT,CC301,Expense,Epsilon Tech,50831.88,Bank Transfer,INV11245,EMP132
TX00735,2025-06-17,Finance,CC501,Expense,Bright Systems,23310.58,Card,INV12885,EMP129
TX00736,2025-07-23,Operations,CC201,Revenue,Alpha Supplies,160468.98,Bank Transfer,INV11186,EMP114
TX00737,2025-08-06,IT,CC401,Expense,Delta Services,20448.32,UPI,INV12638,EMP177
TX00738,2025-03-11,HR,CC101,Expense,Bright Systems,72576.56,UPI,INV11660,EMP150
TX00739,2025-09-27,IT,CC201,Expense,Delta Services,63765.44,Bank Transfer,INV10148,EMP182
TX00740,2025-08-26,IT,CC301,Expense,Bright Systems,40515.06,Card,INV11296,EMP167
TX00741,2025-12-13,IT,CC201,Revenue,Bright Systems,25892.41,Bank Transfer,INV10711,EMP126
TX00742,2025-09-18,Finance,CC401,Revenue,CareMed,97668.44,UPI,INV10567,EMP146
TX00743,2025-10-07,Operations,CC501,Expense,Alpha Supplies,45558.18,Cash,INV11715,EMP187
TX00744,2025-02-25,IT,CC501,Expense,Delta Services,11266.83,Bank Transfer,INV12291,EMP170
TX00745,2025-11-15,Finance,CC501,Expense,Delta Services,68970.74,UPI,INV11648,EMP145
TX00746,2025-08-18,Sales,CC101,Expense,Delta Services,39326.73,UPI,INV11691,EMP159
TX00747,2025-09-03,Operations,CC101,Expense,FastLogix,12111.14,Card,INV10206,EMP125
TX00748,2025-01-24,HR,CC401,Expense,CareMed,56291.25,UPI,INV11097,EMP158
TX00749,2025-01-04,Operations,CC401,Expense,CareMed,83685.66,Bank Transfer,INV10981,EMP136
TX00750,2025-11-18,HR,CC501,Expense,Bright Systems,33624.76,UPI,INV10225,EMP163
TX00751,2025-07-10,Operations,CC102,Expense,Epsilon Tech,54531.29,Card,INV10409,EMP176
TX00752,2025-11-28,Finance,CC401,Expense,FastLogix,38837.96,UPI,INV10432,EMP146
TX00753,2025-08-01,HR,CC401,Revenue,FastLogix,52419.6,Bank Transfer,INV10315,EMP128
TX00754,2025-02-02,Finance,CC101,Expense,Delta Services,106314.63,Bank Transfer,INV11578,EMP156
TX00755,2025-02-04,Finance,CC102,Expense,Bright Systems,22272.26,Bank Transfer,INV10246,EMP119
TX00756,2025-06-24,IT,CC501,Expense,Bright Systems,413209.32,Card,INV10600,EMP160
TX00757,2025-03-27,Operations,CC401,Revenue,CareMed,183359.28,Bank Transfer,INV12605,EMP184
TX00758,2025-10-16,HR,CC201,Expense,Alpha Supplies,141109.43,UPI,INV11845,EMP116
TX00759,2025-11-03,Finance,CC501,Expense,CareMed,57437.97,Bank Transfer,INV11359,EMP179
TX00760,2025-05-26,Finance,CC301,Expense,Alpha Supplies,105868.85,Bank Transfer,INV12110,EMP127
TX00761,2025-01-12,HR,CC201,Revenue,Alpha Supplies,116421.15,Bank Transfer,INV12426,EMP101
TX00762,2025-10-12,Sales,CC501,Expense,Alpha Supplies,29757.51,Bank Transfer,INV10006,EMP108
TX00763,2025-03-13,Operations,CC401,Expense,Bright Systems,207316.14,Bank Transfer,INV11485,EMP179
TX00764,2025-11-01,IT,CC501,Expense,FastLogix,41379.9,UPI,INV12181,EMP148
TX00765,2025-09-18,Finance,CC301,Expense,FastLogix,44569.07,Card,INV11187,EMP102
TX00766,2025-10-24,Finance,CC101,Expense,Delta Services,14393.4,Card,INV11361,EMP142
TX00767,2025-04-03,IT,CC101,Expense,Bright Systems,38397.41,Bank Transfer,INV11529,EMP127
TX00768,2025-05-20,Sales,CC401,Expense,Alpha Supplies,58638.61,Bank Transfer,INV12233,EMP158
TX00769,2025-12-01,Sales,CC201,Expense,Epsilon Tech,69601.35,Bank Transfer,INV10988,EMP189
TX00770,2025-04-17,Operations,CC201,Revenue,CareMed,124474.34,Bank Transfer,INV10040,EMP137
TX00771,2025-08-11,Finance,CC401,Revenue,Delta Services,153553.07,Card,INV10997,EMP111
TX00772,2025-07-19,Finance,CC101,Revenue,FastLogix,129671.5,Card,INV10588,EMP102
TX00773,2025-11-18,HR,CC102,Revenue,CareMed,87061.75,UPI,INV10066,EMP160
TX00774,2025-12-07,IT,CC401,Expense,Delta Services,69598.27,UPI,INV10928,EMP168
TX00775,2025-06-02,Operations,CC102,Expense,FastLogix,22400.25,Card,INV12247,EMP119
TX00776,2025-05-13,Operations,CC102,Revenue,Delta Services,107908.84,Cash,INV12153,EMP150
TX00777,2025-08-18,IT,CC201,Revenue,Bright Systems,129891.18,Bank Transfer,INV12862,EMP121
TX00778,2025-11-01,IT,CC301,Revenue,Epsilon Tech,72719.41,UPI,INV12537,EMP169
TX00779,2025-01-28,Finance,CC501,Revenue,Delta Services,97411.46,Card,INV10734,EMP136
TX00780,2025-09-01,Sales,CC401,Expense,Bright Systems,16794.47,Bank Transfer,INV12391,EMP171
TX00781,2025-09-06,HR,CC501,Expense,Delta Services,95318.59,Bank Transfer,INV12239,EMP163
TX00782,2025-04-27,HR,CC401,Expense,CareMed,84376.47,Bank Transfer,INV10456,EMP126
TX00783,2025-01-12,Finance,CC401,Expense,Bright Systems,93182.71,Card,INV10203,EMP105
TX00784,2025-09-23,IT,CC201,Revenue,Alpha Supplies,118812.4,Bank Transfer,INV10952,EMP115
TX00785,2025-06-09,Sales,CC401,Expense,Alpha Supplies,45177.97,Card,INV12635,EMP116
TX00786,2025-05-27,Finance,CC401,Revenue,Epsilon Tech,56531.27,Bank Transfer,INV12440,EMP181
TX00787,2025-02-07,Sales,CC301,Expense,Bright Systems,96535.13,UPI,INV12882,EMP122
TX00788,2025-07-18,IT,CC401,Expense,FastLogix,44166.32,Cash,INV12933,EMP148
TX00789,2025-09-20,Operations,CC102,Expense,FastLogix,36639.64,UPI,INV11728,EMP180
TX00790,2025-12-04,IT,CC401,Revenue,Alpha Supplies,97001.21,Card,INV10088,EMP118
TX00791,2025-05-02,Operations,CC401,Expense,Epsilon Tech,34179.62,UPI,INV11443,EMP125
TX00792,2025-10-01,IT,CC401,Expense,CareMed,24953.82,Card,INV11038,EMP166
TX00793,2025-07-18,Sales,CC201,Expense,FastLogix,65456.07,Bank Transfer,INV10258,EMP135
TX00794,2025-11-15,Finance,CC101,Expense,Epsilon Tech,116300.95,Bank Transfer,INV12131,EMP176
TX00795,2025-01-05,IT,CC501,Expense,FastLogix,82983.85,Bank Transfer,INV11501,EMP182
TX00796,2025-09-21,IT,CC501,Expense,FastLogix,69601.94,Bank Transfer,INV12212,EMP122
TX00797,2025-11-06,Operations,CC102,Expense,Epsilon Tech,44410.55,Bank Transfer,INV10988,EMP165
TX00798,2025-08-06,Sales,CC101,Revenue,CareMed,35216.74,Card,INV10601,EMP158
TX00799,2025-03-28,HR,CC401,Expense,CareMed,130424.51999999999,Card,INV10792,EMP160
TX00800,2025-02-10,Finance,CC301,Expense,Alpha Supplies,179738.11,UPI,INV11041,EMP169
TX00801,2025-02-20,IT,CC201,Revenue,Alpha Supplies,181780.78,Card,INV10086,EMP161
TX00802,2025-06-22,Finance,CC401,Expense,Bright Systems,52307.26,Cash,INV11124,EMP170
TX00803,2025-03-13,IT,CC102,Expense,Delta Services,47514.64,UPI,INV10532,EMP100
TX00804,2025-11-19,IT,CC301,Revenue,Bright Systems,59417.11,Bank Transfer,INV12793,EMP176
TX00805,2025-12-05,IT,CC301,Expense,Bright Systems,26685.43,Bank Transfer,INV10742,EMP159
TX00806,2025-02-01,Finance,CC401,Expense,Bright Systems,10583.08,Bank Transfer,INV10873,EMP153
TX00807,2025-05-03,HR,CC201,Expense,Delta Services,79201.37,Bank Transfer,INV10159,EMP183
TX00808,2025-02-04,IT,CC101,Expense,FastLogix,25507.64,Card,INV11273,EMP112
TX00809,2025-03-11,Operations,CC401,Expense,CareMed,108350.13,Bank Transfer,INV11699,EMP140
TX00810,2025-10-09,HR,CC201,Expense,Bright Systems,10867.61,UPI,INV12550,EMP179
TX00811,2025-10-24,HR,CC101,Expense,Delta Services,105688.47,Bank Transfer,INV12686,EMP172
TX00812,2025-07-18,Sales,CC101,Expense,Alpha Supplies,151800.24,Bank Transfer,INV12040,EMP105
